index,TCP_Number,Year,cleaned_year
26502,A06631,1601,1601
26503,A06632,1634,1634
26504,A06635,1628,1628
26505,A06658,1548,1548
26506,A06660,1550,1550
26507,A06665,1622,1622
26508,A06667,1588,1588
26509,A06671,1621,1621
26510,A06674,1639,1639
26511,A06676,1635,1635
26512,A06681,1548,1548
26513,A06685,1634,1634
26514,A06686,1633,1633
26515,A06687,1591,1591
26516,A06689,1625,1625
26517,A06691,1633,1633
26518,A06692,1629,1629
26519,A06695,1603,1603
26520,A06697,1609,1609
26521,A06701,1603,1603
26522,A06704,1609,1609
26523,A06705,1608,1608
26524,A06706,1585,1585
26525,A06716,1562,1562
26526,A06718,1640,1640
26527,A06732,1637,1637
26528,A06737,1622,1622
26529,A06739,1624,1624
26530,A06740,1634,1634
26531,A06747,1540,1540
26532,A06749,1621,1621
26533,A06753,1608,1608
26534,A06755,1617,1617
26535,A06764,1556,1556
26536,A06766,1632,1632
26537,A06770,1576,1576
26538,A06776,1565,1565
26539,A06778,1565,1565
26540,A06779,1633,1633
26541,A06793,1614,1614
26542,A06799,1617,1617
26543,A06803,1619,1619
26544,A06809,1568,1568
26545,A06813,1510,1510
26546,A06815,1549,1549
26547,A06817,1582,1582
26548,A06820,1604,1604
26549,A06821,1622,1622
26550,A06824,1624,1624
26551,A06855,1592,1592
26552,A06858,1634,1634
26553,A06859,1581,1581
26554,A06861,1550,1550
26555,A06870,1574,1574
26556,A06872,1602,1602
26557,A06874,1602,1602
26558,A06875,1625,1625
26559,A06881,1592,1592
26560,A06882,1547,1547
26561,A06891,1597,1597
26562,A06892,1599,1599
26563,A06896,1548,1548
26564,A06899,1550,1550
26565,A06901,1622,1622
26566,A06963,1616,1616
26567,A06985,1570,1570
26568,A06986,1583,1583
26569,A06987,1584,1584
26570,A06990,1570,1570
26571,A07013,1616,1616
26572,A07024,1633,1633
26573,A07025,1632,1632
26574,A07032,1583,1583
26575,A07033,1583,1583
26576,A07039,1589,1589
26577,A07040,1589,1589
26578,A07041,1589,1589
26579,A07042,1589,1589
26580,A07045,1589,1589
26581,A07061,1625,1625
26582,A07065,1605,1605
26583,A07082,1589,1589
26584,A07087,1589,1589
26585,A07092,1566,1566
26586,A07098,1546,1546
26587,A07100,1582,1582
26588,A07101,1597,1597
26589,A07104,1597,1597
26590,A07105,1578,1578
26591,A07106,1603,1603
26592,A07107,1640,1640
26593,A07119,1572,1572
26594,A07124,1615,1615
26595,A07129,1612,1612
26596,A07131,1526,1526
26597,A07143,1600,1600
26598,A07145,1636,1636
26599,A07148,1638,1638
26600,A07149,1639,1639
26601,A07150,1619,1619
26602,A07158,1587,1587
26603,A07184,1581,1581
26604,A07189,1622,1622
26605,A07200,1625,1625
26606,A07203,1630,1630
26607,A07204,1627,1627
26608,A07207,1626,1626
26609,A07208,1635,1635
26610,A07213,1626,1626
26611,A07222,1620,1620
26612,A07224,1602,1602
26613,A07226,1619,1619
26614,A07228,1614,1614
26615,A07229,1548,1548
26616,A07230,1547,1547
26617,A07233,1586,1586
26618,A07254,1608,1608
26619,A07259,1634,1634
26620,A07260,1535,1535
26621,A07265,1612,1612
26622,A07268,1633,1633
26623,A07269,1628,1628
26624,A07270,1632,1632
26625,A07272,1638,1638
26626,A07276,1600,1600
26627,A07277,1621,1621
26628,A07278,1597,1597
26629,A07279,1602,1602
26630,A07283,1600,1600
26631,A07286,1620,1620
26632,A07287,1617,1617
26633,A07288,1596,1596
26634,A07289,1603,1603
26635,A07291,1605,1605
26636,A07294,1605,1605
26637,A07297,1606,1606
26638,A07301,1601,1601
26639,A07302,1565,1565
26640,A07312,1611,1611
26641,A07313,1612,1612
26642,A07314,1611,1611
26643,A07315,1613,1613
26644,A07316,1617,1617
26645,A07317,1612,1612
26646,A07319,1633,1633
26647,A07320,1639,1639
26648,A07323,1613,1613
26649,A07344,1625,1625
26650,A07348,1627,1627
26651,A07350,1622,1622
26652,A07354,1623,1623
26653,A07358,1619,1619
26654,A07362,1636,1636
26655,A07363,1612,1612
26656,A07370,1624,1624
26657,A07371,1609,1609
26658,A07372,1630,1630
26659,A07377,1545,1545
26660,A07387,1619,1619
26661,A07393,1546,1546
26662,A07394,1512,1512
26663,A07397,1640,1640
26664,A07407,1548,1548
26665,A07415,1583,1583
26666,A07418,1620,1620
26667,A07419,1609,1609
26668,A07423,1619,1619
26669,A07425,1603,1603
26670,A07431,1612,1612
26671,A07442,1643,1643
26672,A07444,1624,1624
26673,A07445,1622,1622
26674,A07446,1606,1606
26675,A07450,1614,1614
26676,A07451,1607,1607
26677,A07452,1607,1607
26678,A07454,1611,1611
26679,A07455,1510,1510
26680,A07457,1599,1599
26681,A07461,1613,1613
26682,A07470,1569,1569
26683,A07472,1623,1623
26684,A07477,1623,1623
26685,A07481,1574,1574
26686,A07487,1613,1613
26687,A07488,1619,1619
26688,A07489,1617,1617
26689,A07529,1606,1606
26690,A07531,1630,1630
26691,A07533,1630,1630
26692,A07535,1607,1607
26693,A07538,1625,1625
26694,A07544,1612,1612
26695,A07548,1608,1608
26696,A07549,1599,1599
26697,A07551,1617,1617
26698,A07552,1604,1604
26699,A07554,1611,1611
26700,A07556,1625,1625
26701,A07557,1610,1610
26702,A07558,1610,1610
26703,A07567,1636,1636
26704,A07589,1634,1634
26705,A07590,1584,1584
26706,A07592,1576,1576
26707,A07594,1623,1623
26708,A07604,1607,1607
26709,A07608,1617,1617
26710,A07610,1635,1635
26711,A07611,1570,1570
26712,A07625,1632,1632
26713,A07629,1631,1631
26714,A07650,1598,1598
26715,A07659,1575,1575
26716,A07662,1610,1610
26717,A07665,1548,1548
26718,A07680,1629,1629
26719,A07683,1597,1597
26720,A07688,1602,1602
26721,A07717,1621,1621
26722,A07719,1588,1588
26723,A07721,1609,1609
26724,A07722,1590,1590
26725,A07733,1609,1609
26726,A07742,1597,1597
26727,A07744,1594,1594
26728,A07750,1599,1599
26729,A07763,1600,1600
26730,A07764,1615,1615
26731,A07765,1588,1588
26732,A07767,1599,1599
26733,A07768,1612,1612
26734,A07775,1620,1620
26735,A07776,1626,1626
26736,A07778,1627,1627
26737,A07781,1579,1579
26738,A07787,1612,1612
26739,A07789,1634,1634
26740,A07790,1631,1631
26741,A07793,1619,1619
26742,A07808,1608,1608
26743,A07811,1606,1606
26744,A07831,1637,1637
26745,A07857,1638,1638
26746,A07874,1592,1592
26747,A07876,1590,1590
26748,A07885,1615,1615
26749,A07888,1617,1617
26750,A07915,1638,1638
26751,A07918,1595,1595
26752,A07920,1636,1636
26753,A07921,1603,1603
26754,A07931,1617,1617
26755,A07935,1623,1623
26756,A07937,1610,1610
26757,A07941,1556,1556
26758,A07942,1555,1555
26759,A07951,1623,1623
26760,A07952,1613,1613
26761,A07953,1610,1610
26762,A07957,1595,1595
26763,A07964,1635,1635
26764,A07966,1634,1634
26765,A07967,1613,1613
26766,A07968,1607,1607
26767,A07981,1613,1613
26768,A07982,1601,1601
26769,A07988,1593,1593
26770,A07994,1625,1625
26771,A07996,1620,1620
26772,A08013,1592,1592
26773,A08035,1616,1616
26774,A08047,1638,1638
26775,A08049,1561,1561
26776,A08051,1603,1603
26777,A08052,1601,1601
26778,A08054,1638,1638
26779,A08055,1619,1619
26780,A08058,1590,1590
26781,A08064,1614,1614
26782,A08065,1624,1624
26783,A08067,1598,1598
26784,A08070,1615,1615
26785,A08071,1615,1615
26786,A08076,1603,1603
26787,A08077,1615,1615
26788,A08078,1578,1578
26789,A08081,1532,1532
26790,A08083,1611,1611
26791,A08085,1594,1594
26792,A08087,1597,1597
26793,A08088,1599,1599
26794,A08089,1602,1602
26795,A08090,1605,1605
26796,A08091,1599,1599
26797,A08092,1608,1608
26798,A08094,1607,1607
26799,A08096,1612,1612
26800,A08100,1621,1621
26801,A08101,1621,1621
26802,A08102,1622,1622
26803,A08103,1622,1622
26804,A08104,1631,1631
26805,A08105,1592,1592
26806,A08106,1598,1598
26807,A08107,1598,1598
26808,A08109,1602,1602
26809,A08110,1603,1603
26810,A08112,1625,1625
26811,A08121,1630,1630
26812,A08129,1614,1614
26813,A08130,1612,1612
26814,A08131,1607,1607
26815,A08132,1619,1619
26816,A08133,1619,1619
26817,A08134,1590,1590
26818,A08135,1560,1560
26819,A08137,1597,1597
26820,A08138,1623,1623
26821,A08139,1624,1624
26822,A08141,1623,1623
26823,A08143,1638,1638
26824,A08144,1631,1631
26825,A08146,1632,1632
26826,A08147,1631,1631
26827,A08148,1639,1639
26828,A08149,1639,1639
26829,A08150,1621,1621
26830,A08151,1625,1625
26831,A08152,1622,1622
26832,A08153,1621,1621
26833,A08154,1622,1622
26834,A08155,1622,1622
26835,A08156,1622,1622
26836,A08157,1622,1622
26837,A08158,1622,1622
26838,A08159,1622,1622
26839,A08160,1622,1622
26840,A08161,1622,1622
26841,A08162,1622,1622
26842,A08163,1622,1622
26843,A08164,1622,1622
26844,A08165,1622,1622
26845,A08167,1622,1622
26846,A08169,1622,1622
26847,A08170,1623,1623
26848,A08172,1620,1620
26849,A08173,1620,1620
26850,A08179,1615,1615
26851,A08190,1525,1525
26852,A08196,1581,1581
26853,A08197,1581,1581
26854,A08200,1583,1583
26855,A08201,1602,1602
26856,A08202,1595,1595
26857,A08206,1602,1602
26858,A08213,1602,1602
26859,A08214,1575,1575
26860,A08216,1574,1574
26861,A08229,1507,1507
26862,A08234,1529,1529
26863,A08238,1630,1630
26864,A08241,1548,1548
26865,A08242,1616,1616
26866,A08256,1613,1613
26867,A08276,1613,1613
26868,A08306,1593,1593
26869,A08311,1628,1628
26870,A08314,1625,1625
26871,A08318,1638,1638
26872,A08319,1636,1636
26873,A08323,1591,1591
26874,A08325,1621,1621
26875,A08326,1622,1622
26876,A08327,1621,1621
26877,A08329,1623,1623
26878,A08332,1581,1581
26879,A08347,1628,1628
26880,A08348,1628,1628
26881,A08349,1604,1604
26882,A08350,1615,1615
26883,A08351,1624,1624
26884,A08356,1614,1614
26885,A08362,1561,1561
26886,A08364,1613,1613
26887,A08369,1559,1559
26888,A08377,1611,1611
26889,A08402,1615,1615
26890,A08427,1604,1604
26891,A08430,1596,1596
26892,A08432,1615,1615
26893,A08435,1624,1624
26894,A08436,1595,1595
26895,A08437,1602,1602
26896,A08439,1625,1625
26897,A08441,1600,1600
26898,A08442,1548,1548
26899,A08443,1548,1548
26900,A08445,1551,1551
26901,A08447,1580,1580
26902,A08454,1505,1505
26903,A08457,1637,1637
26904,A08461,1608,1608
26905,A08463,1548,1548
26906,A08471,1555,1555
26907,A08472,1556,1556
26908,A08473,1619,1619
26909,A08474,1634,1634
26910,A08477,1618,1618
26911,A08479,1619,1619
26912,A08481,1619,1619
26913,A08482,1636,1636
26914,A08483,1581,1581
26915,A08487,1601,1601
26916,A08488,1630,1630
26917,A08491,1563,1563
26918,A08504,1623,1623
26919,A08514,1620,1620
26920,A08520,1594,1594
26921,A08522,1601,1601
26922,A08523,1549,1549
26923,A08524,1548,1548
26924,A08528,1565,1565
26925,A08531,1606,1606
26926,A08533,1605,1605
26927,A08535,1625-1630,1630
26928,A08536,1608,1608
26929,A08538,1601,1601
26930,A08539,1601,1601
26931,A08542,1580,1580
26932,A08551,1598,1598
26933,A08552,1635,1635
26934,A08553,1599,1599
26935,A08562,1606,1606
26936,A08566,1576,1576
26937,A08570,1621,1621
26938,A08571,1602,1602
26939,A08572,1601,1601
26940,A08573,1601,1601
26941,A08574,1602,1602
26942,A08575,1601,1601
26943,A08576,1601,1601
26944,A08578,1633,1633
26945,A08582,1633,1633
26946,A08583,1632,1632
26947,A08584,1633,1633
26948,A08586,1636,1636
26949,A08588,1633,1633
26950,A08589,1634,1634
26951,A08590,1622,1622
26952,A08592,1614,1614
26953,A08598,1600,1600
26954,A08599,1583,1583
26955,A08608,1615,1615
26956,A08614,1586,1586
26957,A08630,1567,1567
26958,A08636,1639,1639
26959,A08639,1569,1569
26960,A08668,1636,1636
26961,A08677,1639,1639
26962,A08680,1634,1634
26963,A08690,1628,1628
26964,A08691,1611,1611
26965,A08693,1545,1545
26966,A08694,1538,1538
26967,A08696,1605,1605
26968,A08698,1605,1605
26969,A08707,1603,1603
26970,A08723,1619,1619
26971,A08732,1612,1612
26972,A08761,1612,1612
26973,A08768,1622,1622
26974,A08769,1609,1609
26975,A08770,1582,1582
26976,A08771,1603,1603
26977,A08772,1608,1608
26978,A08773,1616,1616
26979,A08779,1629,1629
26980,A08783,1629,1629
26981,A08784,1618,1618
26982,A08788,1594,1594
26983,A08789,1587,1587
26984,A08790,1557,1557
26985,A08791,1624,1624
26986,A08799,1638,1638
26987,A08800,1628,1628
26988,A08810,1635,1635
26989,A08811,1618,1618
26990,A08812,1639,1639
26991,A08816,1583,1583
26992,A08819,1586,1586
26993,A08820,1605,1605
26994,A08826,1635,1635
26995,A08836,1530,1530
26996,A08837,1614,1614
26997,A08844,1614,1614
26998,A08846,1614,1614
26999,A08848,1572,1572
27000,A08849,1572,1572
27001,A08850,1560,1560
27002,A08854,1531,1531
27003,A08870,1598,1598
27004,A08873,1635,1635
27005,A08887,1630,1630
27006,A08888,1618,1618
27007,A08890,1612,1612
27008,A08891,1608,1608
27009,A08893,1591,1591
27010,A08896,1617,1617
27011,A08906,1633,1633
27012,A08907,1591,1591
27013,A08908,1570,1570
27014,A08910,1542,1542
27015,A08918,1572,1572
27016,A08919,1590,1590
27017,A08920,1614,1614
27018,A08924,1615,1615
27019,A08926,1610,1610
27020,A08930,1616,1616
27021,A08940,1592,1592
27022,A08944,1638,1638
27023,A08952,1633,1633
27024,A08959,1634,1634
27025,A08963,1633,1633
27026,A08964,1570,1570
27027,A08966,1633,1633
27028,A08974,1632,1632
27029,A08981,1608,1608
27030,A08985,1632,1632
27031,A08989,1631,1631
27032,A08995,1630,1630
27033,A08997,1630,1630
27034,A08998,1639,1639
27035,A09002,1607,1607
27036,A09010,1629,1629
27037,A09011,1640,1640
27038,A09012,1520,1520
27039,A09013,1639,1639
27040,A09014,1565,1565
27041,A09015,1509,1509
27042,A09017,1608,1608
27043,A09019,1582,1582
27044,A09024,1618,1618
27045,A09026,1614,1614
27046,A09031,1618,1618
27047,A09035,1628,1628
27048,A09040,1615,1615
27049,A09046,1610,1610
27050,A09047,1585,1585
27051,A09051,1601,1601
27052,A09052,1616,1616
27053,A09053,1633,1633
27054,A09054,1631,1631
27055,A09055,1637,1637
27056,A09056,1618,1618
27057,A09057,1637,1637
27058,A09077,1607,1607
27059,A09092,1607,1607
27060,A09093,1632,1632
27061,A09113,1628,1628
27062,A09114,1621,1621
27063,A09135,1602,1602
27064,A09144,1615,1615
27065,A09147,1620,1620
27066,A09169,1623,1623
27067,A09170,1606,1606
27068,A09171,1620,1620
27069,A09175,1629,1629
27070,A09176,1597,1597
27071,A09178,1589,1589
27072,A09183,1550,1550
27073,A09211,1590,1590
27074,A09212,1588,1588
27075,A09218,1626,1626
27076,A09219,1612,1612
27077,A09237,1617,1617
27078,A09242,1629,1629
27079,A09252,1610,1610
27080,A09253,1607,1607
27081,A09254,1619,1619
27082,A09255,1613,1613
27083,A09265,1610,1610
27084,A09272,1629,1629
27085,A09275,1635,1635
27086,A09279,1577,1577
27087,A09280,1623,1623
27088,A09284,1630,1630
27089,A09287,1626,1626
27090,A09288,1624,1624
27091,A09289,1640,1640
27092,A09292,1588,1588
27093,A09294,1609,1609
27094,A09295,1593,1593
27095,A09297,1593,1593
27096,A09298,1587,1587
27097,A09299,1590,1590
27098,A09300,1589,1589
27099,A09303,1611,1611
27100,A09309,1599,1599
27101,A09312,1599,1599
27102,A09313,1632,1632
27103,A09314,1616,1616
27104,A09315,1588,1588
27105,A09316,1576,1576
27106,A09319,1609,1609
27107,A09320,1621,1621
27108,A09325,1559,1559
27109,A09331,1616,1616
27110,A09333,1613,1613
27111,A09353,1591,1591
27112,A09367,1530,1530
27113,A09405,1635,1635
27114,A09426,1618,1618
27115,A09441,1635,1635
27116,A09478,1603,1603
27117,A09479,1603,1603
27118,A09485,1586,1586
27119,A09486,1624,1624
27120,A09488,1627,1627
27121,A09489,1630,1630
27122,A09490,1600,1600
27123,A09491,1624,1624
27124,A09495,1616,1616
27125,A09499,1580,1580
27126,A09502,1557,1557
27127,A09505,1546,1546
27128,A09506,1630,1630
27129,A09507,1615,1615
27130,A09510,1615,1615
27131,A09511,1620,1620
27132,A09512,1613,1613
27133,A09514,1632,1632
27134,A09515,1520,1520
27135,A09522,1536,1536
27136,A09530,1579,1579
27137,A09537,1584,1584
27138,A09545,1620,1620
27139,A09553,1575,1575
27140,A09554,1599,1599
27141,A09556,1554,1554
27142,A09558,1598,1598
27143,A09559,1625,1625
27144,A09561,1602,1602
27145,A09562,1621,1621
27146,A09563,1619,1619
27147,A09564,1636,1636
27148,A09568,1563,1563
27149,A09569,1627,1627
27150,A09574,1595,1595
27151,A09575,1597,1597
27152,A09576,1595,1595
27153,A09579,1597,1597
27154,A09580,1623,1623
27155,A09588,1500,1500
27156,A09589,1500,1500
27157,A09607,1640,1640
27158,A09609,1606,1606
27159,A09613,1603,1603
27160,A09616,1554,1554
27161,A09618,1556,1556
27162,A09620,1567,1567
27163,A09628,1589,1589
27164,A09631,1585,1585
27165,A09632,1597,1597
27166,A09633,1604,1604
27167,A09634,1533,1533
27168,A09635,1550,1550
27169,A09636,1589,1589
27170,A09641,1550,1550
27171,A09644,1618,1618
27172,A09646,1636,1636
27173,A09651,1567,1567
27174,A09667,1600,1600
27175,A09668,1618,1618
27176,A09670,1604,1604
27177,A09675,1597,1597
27178,A09676,1596,1596
27179,A09677,1597,1597
27180,A09695,1599,1599
27181,A09697,1591,1591
27182,A09706,1553,1553
27183,A09711,1675,1675
27184,A09713,1602,1602
27185,A09724,1595,1595
27186,A09729,1600,1600
27187,A09731,1601,1601
27188,A09732,1603,1603
27189,A09733,1596,1596
27190,A09734,1580,1580
27191,A09736,1551,1551
27192,A09738,1547,1547
27193,A09740,1639,1639
27194,A09748,1606,1606
27195,A09759,1609,1609
27196,A09766,1585,1585
27197,A09772,1582,1582
27198,A09780,1622,1622
27199,A09782,1601,1601
27200,A09799,1561,1561
27201,A09813,1636,1636
27202,A09819,1595,1595
27203,A09822,1599,1599
27204,A09824,1578,1578
27205,A09826,1587,1587
27206,A09827,1556,1556
27207,A09828,1579,1579
27208,A09832,1568,1568
27209,A09842,1510,1510
27210,A09845,1585,1585
27211,A09847,1624,1624
27212,A09850,1619,1619
27213,A09852,1570,1570
27214,A09859,1632,1632
27215,A09864,1602,1602
27216,A09865,1623,1623
27217,A09867,1613,1613
27218,A09868,1629,1629
27219,A09869,1633,1633
27220,A09876,1582,1582
27221,A09880,1606,1606
27222,A09881,1604,1604
27223,A09883,1607,1607
27224,A09885,1605,1605
27225,A09887,1600,1600
27226,A09891,1602,1602
27227,A09895,1616,1616
27228,A09897,1636,1636
27229,A09899,1636,1636
27230,A09907,1564,1564
27231,A09918,1578,1578
27232,A09920,1588,1588
27233,A09921,1549,1549
27234,A09926,1570,1570
27235,A09927,1553,1553
27236,A09928,1563,1563
27237,A09934,1535,1535
27238,A09935,1538,1538
27239,A09938,1607,1607
27240,A09942,1544,1544
27241,A09944,1630,1630
27242,A09945,1548,1548
27243,A09946,1580,1580
27244,A09947,1551,1551
27245,A09949,1597,1597
27246,A09952,1585,1585
27247,A09957,1634,1634
27248,A09959,1578,1578
27249,A09973,1579,1579
27250,A09974,1603,1603
27251,A09976,1633,1633
27252,A10008,1561,1561
27253,A10028,1562,1562
27254,A10036,1621,1621
27255,A10037,1621,1621
27256,A10038,1622,1622
27257,A10040,1621,1621
27258,A10041,1570,1570
27259,A10044,1610,1610
27260,A10045,1613,1613
27261,A10046,1610,1610
27262,A10047,1625,1625
27263,A10049,1613,1613
27264,A10050,1608,1608
27265,A10051,1617,1617
27266,A10052,1608,1608
27267,A10053,1613,1613
27268,A10055,1614,1614
27269,A10056,1608,1608
27270,A10057,1609,1609
27271,A10059,1613,1613
27272,A10060,1609,1609
27273,A10061,1616,1616
27274,A10062,1599,1599
27275,A10073,1618,1618
27276,A10074,1617,1617
27277,A10076,1618,1618
27278,A10077,1614,1614
27279,A10079,1613,1613
27280,A10080,1624,1624
27281,A10081,1638,1638
27282,A10083,1609,1609
27283,A10084,1608,1608
27284,A10086,1581,1581
27285,A10110,1588,1588
27286,A10111,1587,1587
27287,A10112,1583,1583
27288,A10113,1585,1585
27289,A10114,1582,1582
27290,A10126,1640,1640
27291,A10131,1630,1630
27292,A10132,1625,1625
27293,A10133,1617,1617
27294,A10134,1625,1625
27295,A10135,1626,1626
27296,A10138,1579,1579
27297,A10145,1607,1607
27298,A10149,1549,1549
27299,A10151,1621,1621
27300,A10156,1612,1612
27301,A10165,1619,1619
27302,A10168,1607,1607
27303,A10169,1611,1611
27304,A10170,1580,1580
27305,A10173,1615,1615
27306,A10174,1615,1615
27307,A10175,1577,1577
27308,A10176,1580,1580
27309,A10201,1530,1530
27310,A10206,1619,1619
27311,A10207,1631,1631
27312,A10209,1638,1638
27313,A10211,1639,1639
27314,A10214,1640,1640
27315,A10216,1608,1608
27316,A10218,1609,1609
27317,A10222,1548,1548
27318,A10225,1635,1635
27319,A10231,1626,1626
27320,A10232,1639,1639
27321,A10233,1588,1588
27322,A10240,1632,1632
27323,A10242,1628,1628
27324,A10243,1635,1635
27325,A10244,1569,1569
27326,A10245,1560,1560
27327,A10250,1591,1591
27328,A10268,1636,1636
27329,A10269,1601,1601
27330,A10270,1580,1580
27331,A10280,1602,1602
27332,A10283,1619,1619
27333,A10285,1614,1614
27334,A10289,1588,1588
27335,A10291,1604,1604
27336,A10292,1600,1600
27337,A10293,1633,1633
27338,A10295,1590,1590
27339,A10299,1590,1590
27340,A10300,1630,1630
27341,A10301,1615,1615
27342,A10304,1615,1615
27343,A10306,1591,1591
27344,A10309,1629,1629
27345,A10310,1598,1598
27346,A10311,1638,1638
27347,A10312,1622,1622
27348,A10314,1613,1613
27349,A10317,1605,1605
27350,A10318,1605,1605
27351,A10319,1635,1635
27352,A10320,1609,1609
27353,A10341,1614,1614
27354,A10384,1639,1639
27355,A10385,1548,1548
27356,A10386,1548,1548
27357,A10387,1577,1577
27358,A10391,1622,1622
27359,A10392,1539,1539
27360,A10393,1622,1622
27361,A10394,1623,1623
27362,A10398,1630,1630
27363,A10400,1633,1633
27364,A10401,1624,1624
27365,A10415,1606,1606
27366,A10467,1616,1616
27367,A10468,1548,1548
27368,A10472,1623,1623
27369,A10473,1605,1605
27370,A10474,1610,1610
27371,A10476,1610,1610
27372,A10491,1623,1623
27373,A10496,1609,1609
27374,A10497,1606,1606
27375,A10498,1612,1612
27376,A10499,1611,1611
27377,A10501,1619,1619
27378,A10502,1607,1607
27379,A10503,1627,1627
27380,A10504,1551,1551
27381,A10507,1636,1636
27382,A10508,1635,1635
27383,A10515,1626,1626
